training time,lambda,theta,mu,minimum error
100,0.9999999,2.015337685941735e-07,0.0001,0.0043522866467775485
200,0.9981766519991315,1.6496480740980207e-06,1e-10,0.004754713751355432
150,0.9990952642757651,2.015337685941735e-07,1e-08,0.005036860503791817
250,0.9990952642757651,0.06061898993497572,0.1,0.0014657391225200225
300,0.9981766519991315,0.06061898993497572,0.001,0.001506129430660301
