training time,lambda,theta,mu,minimum error
100,0.9997772457048001,1e-07,1e-07,0.011629705750665341
200,0.9981766519991315,1.3503140378698721e-05,1e-08,0.002495419071376613
150,0.9925943153077376,6.70018750350959e-06,1e-10,0.0034564739375253506
250,0.9981766519991315,0.00022275429519995587,1e-06,0.0016744472818389338
300,0.9995510748741782,0.06061898993497572,1e-15,0.0015310758458311194
