training time,lambda,theta,mu,minimum error
100,0.9850750445494817,0.06061898993497572,1e-11,1.5689391532855841e-06
200,0.9925943153077376,0.24620924014946305,1e-09,3.396994078771564e-09
150,0.9850750445494817,0.1221677348996793,1e-09,2.9678758369178625e-08
250,0.9999966754020677,0.1221677348996793,1e-07,1.7914725430551806e-09
300,0.9999451558342388,0.1221677348996793,1e-07,2.4519902250522735e-10
