training time,lambda,theta,mu,minimum error
100,0.9999864968596213,1e-07,1e-07,0.006622543623195251
150,0.9999999,0.1221677348996793,0.1,0.004111491770375856
200,0.9925943153077376,0.0018233480008684423,1e-07,0.0030269432352295505
250,0.9981766519991315,0.06061898993497572,0.1,0.0019817618946488683
300,0.9963253380592633,0.007405684692262442,1e-07,0.00192263565826812
