training time,lambda,theta,mu,minimum error
100,0.9925943153077376,2.7213387683753087e-05,1e-10,0.0037716877288107836
200,0.9925943153077376,0.00044892512582186077,1e-09,0.002281758674075065
150,0.9925943153077376,0.00044892512582186077,1e-08,0.0041912826628289
250,0.9963253380592633,0.003674661940736688,1e-05,0.0015406235035098997
300,0.9981766519991315,6.70018750350959e-06,1e-09,0.0014564831747539183
